1.558396800000000000e+09,8.989799999999999613e+01
1.565481600000000000e+09,8.964600000000000080e+01
1.568246400000000000e+09,8.970900000000000318e+01
1.570492800000000000e+09,8.910099999999999909e+01
1.569369600000000000e+09,8.891200000000000614e+01
1.563667200000000000e+09,8.883899999999999864e+01
1.562112000000000000e+09,8.865000000000000568e+01
1.563667200000000000e+09,8.746500000000000341e+01
1.538697600000000000e+09,8.743300000000000693e+01
1.557792000000000000e+09,8.693999999999999773e+01
1.563667200000000000e+09,8.652100000000000080e+01
1.562198400000000000e+09,8.645799999999999841e+01
1.550102400000000000e+09,8.594400000000000261e+01
1.537920000000000000e+09,8.595399999999999352e+01
1.551312000000000000e+09,8.543000000000000682e+01
1.552521600000000000e+09,8.531399999999999295e+01
1.559520000000000000e+09,8.497799999999999443e+01
1.538697600000000000e+09,8.508299999999999841e+01
1.562716800000000000e+09,8.492600000000000193e+01
1.550275200000000000e+09,8.512500000000000000e+01
1.536451200000000000e+09,8.535599999999999454e+01
1.563667200000000000e+09,8.432800000000000296e+01
1.550534400000000000e+09,8.440200000000000102e+01
1.531267200000000000e+09,8.445399999999999352e+01
1.555804800000000000e+09,8.393000000000000682e+01
1.550707200000000000e+09,8.380400000000000205e+01
1.531008000000000000e+09,8.400300000000000011e+01
1.557273600000000000e+09,8.294299999999999784e+01
1.529452800000000000e+09,8.398199999999999932e+01
1.521417600000000000e+09,8.387699999999999534e+01
1.536451200000000000e+09,8.346800000000000352e+01
1.535760000000000000e+09,8.318500000000000227e+01
1.529539200000000000e+09,8.312199999999999989e+01
1.520294400000000000e+09,8.274399999999999977e+01
1.529452800000000000e+09,8.247100000000000364e+01
1.516579200000000000e+09,8.248199999999999932e+01
1.518998400000000000e+09,8.284900000000000375e+01
1.525824000000000000e+09,8.258700000000000330e+01
1.514937600000000000e+09,8.265000000000000568e+01
1.515110400000000000e+09,8.243999999999999773e+01
1.563062400000000000e+09,8.206199999999999761e+01
1.519689600000000000e+09,8.220900000000000318e+01
1.517529600000000000e+09,8.228300000000000125e+01
1.545523200000000000e+09,8.157999999999999829e+01
1.513468800000000000e+09,8.213599999999999568e+01
1.545004800000000000e+09,8.130700000000000216e+01
1.513900800000000000e+09,8.179000000000000625e+01
1.525824000000000000e+09,8.153799999999999670e+01
1.524441600000000000e+09,8.139100000000000534e+01
1.525824000000000000e+09,8.140099999999999625e+01
1.522713600000000000e+09,8.149599999999999511e+01
1.519689600000000000e+09,8.092900000000000205e+01
1.510876800000000000e+09,8.100300000000000011e+01
1.518998400000000000e+09,8.091899999999999693e+01
1.518393600000000000e+09,8.048900000000000432e+01
1.523491200000000000e+09,8.061499999999999488e+01
1.515801600000000000e+09,8.043600000000000705e+01
1.515024000000000000e+09,8.043600000000000705e+01
1.515715200000000000e+09,8.042600000000000193e+01
1.516579200000000000e+09,8.002700000000000102e+01
1.521504000000000000e+09,8.016400000000000148e+01
1.518393600000000000e+09,7.999599999999999511e+01
1.523318400000000000e+09,8.002700000000000102e+01
1.514937600000000000e+09,7.990099999999999625e+01
1.519344000000000000e+09,7.969199999999999307e+01
1.517184000000000000e+09,7.954500000000000171e+01
1.512432000000000000e+09,7.960800000000000409e+01
1.514419200000000000e+09,7.919899999999999807e+01
1.508198400000000000e+09,7.908299999999999841e+01
1.541376000000000000e+09,7.908299999999999841e+01
1.517443200000000000e+09,7.899899999999999523e+01
1.527811200000000000e+09,7.903100000000000591e+01
1.508803200000000000e+09,7.897799999999999443e+01
1.508630400000000000e+09,7.885200000000000387e+01
1.522281600000000000e+09,7.866400000000000148e+01
1.509667200000000000e+09,7.857999999999999829e+01
1.525824000000000000e+09,7.840099999999999625e+01
1.512000000000000000e+09,7.832800000000000296e+01
1.521417600000000000e+09,7.849599999999999511e+01
1.514851200000000000e+09,7.843300000000000693e+01
1.537228800000000000e+09,7.822299999999999898e+01
1.527811200000000000e+09,7.817100000000000648e+01
1.514937600000000000e+09,7.823399999999999466e+01
1.517184000000000000e+09,7.808700000000000330e+01
1.500940800000000000e+09,7.784499999999999886e+01
1.515542400000000000e+09,7.743600000000000705e+01
1.521504000000000000e+09,7.764600000000000080e+01
1.537228800000000000e+09,7.757299999999999329e+01
1.512518400000000000e+09,7.734199999999999875e+01
1.523318400000000000e+09,7.748900000000000432e+01
1.513123200000000000e+09,7.758299999999999841e+01
1.513814400000000000e+09,7.723699999999999477e+01
1.509926400000000000e+09,7.699599999999999511e+01
1.516665600000000000e+09,7.685899999999999466e+01
1.526256000000000000e+09,7.677500000000000568e+01
1.509494400000000000e+09,7.682800000000000296e+01
1.537920000000000000e+09,7.709000000000000341e+01
1.513641600000000000e+09,7.623999999999999488e+01
1.507852800000000000e+09,7.646099999999999852e+01
1.508630400000000000e+09,7.614600000000000080e+01
1.504828800000000000e+09,7.596800000000000352e+01
1.508630400000000000e+09,7.582099999999999795e+01
1.539820800000000000e+09,7.612500000000000000e+01
1.499990400000000000e+09,7.598900000000000432e+01
